report_id,date,house,theme,direction,bull,bear,summary,source_page
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,글로벌ESS,4,"글로벌 ESS 설치량은 2023년부터 2035년까지 장기 우상향 전망이며, 삼성SDI ESS 매출은 2025년에도 +15%YoY 이상 성장 전망.",2025년까지도 ESS 시장 내 LFP 비중이 높아 국내 셀 업체의 ESS 매출 급증으로 즉시 연결되기 어려움.,ESS는 장기 성장이 뚜렷하나 국내 셀사의 실적 기여는 LFP 안정 양산 이후(2027년 이후)로 지연.,26
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,북미ESS,3,미국의 EV 외 용도 중국산 배터리 관세율이 25%(최대 100%까지 상승 가능)로 상향되며 중국산 배터리의 점진적 퇴출이 가시화.,"현재 기준 중국산 LFP 배터리의 북미 ESS 시장점유율은 91%로 압도적이며, 국내 셀사의 유의미한 이익 기여는 2027년 이후 예상.",북미 ESS는 중국 배터리 퇴출 방향성은 긍정적이나 실질적 수혜는 시차를 두고 나타날 전망.,26
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,LFP침투,-2,,글로벌 ESS 시장의 LFP 비중은 연초 전망보다 오히려 확대되는 추세이며 2025년까지도 높은 수준을 유지할 전망이라 NCM/NCA 중심의 국내 셀·소재업체에는 부정적.,ESS 시장의 LFP 우위 지속은 국내 배터리·소재업체의 단기 점유율 확대에 제약 요인.,26
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,K배터리경쟁력,-1,"삼성SDI는 BMW 신차 라인업, Stellantis 북미 합작공장 가동, Audi(VW) 독일 보조금 재개 효과 등으로 2025년 매출기준 +23% 내외 성장 가능.","CATL 등 중국 셀업체 대비 이익률 열위가 구조적으로 지속되고 있으며, 글로벌 완성차업체의 이익 체력 저하가 국내 셀사 이익회복에 상쇄 요인으로 작용.",국내 배터리업체는 매출 성장은 가능하나 이익률 회복 속도는 완성차 업황에 종속적.,24
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,중국경쟁,-4,,CATL은 1H24 영업이익률 17.1%를 기록하며 북미/유럽向 관세효과가 본격 반영되지 않은 가운데도 Huawei Car 판매 호조 등으로 높은 수익성 지속. 현재 또는 그 이하의 가격에서 이익률 방어가 가능한 것은 중국 선두업체뿐.,중국 선두 배터리업체(CATL)의 원가·이익 경쟁력은 여전히 구조적 우위에 있어 국내 셀사에 지속적 위협 요인.,21
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,관세정책,5,"미국은 6개 중국 배터리기업(CATL, BYD, Envision, EVE, Guoxuan, Sunwoda)의 국방부 납품을 금지하는 법안을 통과시켰고(2027년 10월 시행), 유럽연합도 중국산 EV에 최대 45% 관세를 부과. 미국 ESS향 중국산 배터리 관세도 25%(최대 100%까지 상승 가능)로 인상.","북미/유럽 시장 봉쇄가 완전히 체감되기까지는 1년 이상 소요될 전망이며, 중국업체들은 러시아 등 대체시장에서 점유율을 확대 중.","정책적 중국 배제는 강화되는 추세이나, 국내 셀사 반사이익의 체감 시점은 지연.",27
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,수급밸런스,0,실리콘 음극재 비중확대를 통한 충전시간 단축과 열폭주방지기술의 광범위한 적용이 선행되면 배터리 산업 재평가의 근본적 트리거가 될 수 있음.,"EV시장에서의 +25% 이상 성장이 전제되어야 하며, 현재 국내 양산업체는 대주전자재료가 유일해 상용화 속도가 불확실.","셀 산업 투자의견은 Neutral을 제시하며, 주가의 근본적 트리거는 실리콘 음극재 및 열폭주방지기술의 상용화 확대 여부.",28
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,글로벌EV수요,3,배터리 가격 하향 안정화로 전기차 신차 출시가 가속화되고 보급형·저가형 모델 중심 출시가 수요 저변을 확대할 전망,트럼프 대통령 취임 100일(The first 100 days) 기간 전기차 정책 변화 및 공매도 재개에 따른 수급 불확실성이 단기 부담 요인,가격 안정화에 힘입어 하반기로 갈수록 수요 반등이 예상되나 정책 리스크가 상존,5
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,북미EV,5,"LGES 중심 미시간 리모델링(20GWh), Honda JV(20GWh), Stellantis JV(15GWh) 등 2025년 최대 50GWh 북미 신규 증설과 GM Cadilac OPTIQ/VISTIQ 신차 출시 효과가 하반기 본격화",주요 고객사(GM/Tesla) 재고 조정 이슈가 상반기까지 지속되며 판매 모멘텀에 부담,북미는 2025년부터 LGES 중심 본격적 증설 사이클에 진입하며 신차 효과는 하반기 집중될 전망,6
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,유럽EV,2,"Tesla 보급형 신차 Model Q(가칭)의 유럽 우선 출시 가능성이 부각되고, LGES의 Renault향 CTP-LFP 공급(39GWh/5년) 개시가 예정",Tesla 베를린 공장이 2024년 가동률 최저 수준(58.7%)을 기록하는 등 계절적 재고 조정이 1Q25까지 지속될 전망,Model Q 유럽 출시 가능성이 원통형 밸류체인 수혜 기대를 높이나 재고조정 마무리가 선행 조건,19
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,글로벌ESS,7,AI 데이터센터 전력수요 증가가 ESS 성장의 핵심 모멘텀으로 부상하며 LGES 미시건 ESS 증설(+15GWh) 및 삼성SDI ESS CAPA 20% 증설 검토가 진행,,AI 데이터센터발 전력수요 확대에 힘입어 ESS는 2025년에도 견조한 성장이 예상되는 핵심 성장 테마,5
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,AIDC전력,6,미국 AI 데이터센터향 전력용 ESS·UPS 판매 증가가 삼성SDI 에너지솔루션/전자재료 부문 실적을 견인,,AI 데이터센터 전력수요 증가가 배터리 ESS 수요의 구조적 성장 동력으로 작용,33
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,폼팩터46,6,"4680 배터리는 이론상 2170 대비 최대 40% 생산원가 절감이 가능하며, LGES·삼성SDI 모두 1H25 4680 양산을 개시하고 BMW Neue Klasse·Tesla Model Q 채택이 예정","양산 이전 수요처(OEM) 확보가 우선 과제이며, 안정적 수주 없이는 원가 경쟁력 실현이 지연될 가능성",4680은 2025년 국내 배터리사의 신규 수주 확대를 이끌 핵심 성장 동력이나 초기 수요처 확보가 관건,16
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,K배터리경쟁력,3,4680 배터리로 원가를 40% 절감할 경우 LGES가 생산하는 NCM 배터리의 원가·수주 경쟁력이 CATL/BYD LFP 대비 크게 제고될 전망,현재 LGES(NCM) 공급가는 CATL(LFP) 대비 kWh당 약 20% 높은 수준으로 원가 열위가 지속,4680 양산 안착 여부가 K배터리의 중국 LFP 대비 원가 경쟁력 회복의 분수령,20
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,중국경쟁,-3,,LFP(CATL/BYD) 배터리팩 가격이 NCM(LGES) 대비 kWh당 약 20% 저렴해 원가 경쟁에서 열위에 있음,중국 LFP 배터리와의 원가 격차가 K배터리 수주 경쟁력의 구조적 약점으로 지목,20
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,관세정책,-3,,"트럼프 대통령 취임 100일 기간 전기차 정책 변화 및 관세 재인상 가능성이 부각되며, 이미 미국의 중국산 리튬이온배터리 관세가 7.5%→25%로 인상되어 원통형 밸류체인 대미 수출이 감소",트럼프 신정부의 정책 변동성과 관세 리스크가 단기 수급 불확실성의 핵심 요인,15
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,수급밸런스,4,"생산 라인 효율화를 통해 LGES는 가동률 53%→63%, 삼성SDI는 55%→70%대로 큰 폭 제고가 가능해 하반기 BEP 달성 전제조건을 충족",상반기 고객사(GM/Tesla/Stellantis) 재고조정과 신규 라인 램프업 기간을 감안하면 가동률 회복이 지연될 소지,가동 효율화가 진행되며 하반기로 갈수록 수급 밸런스와 손익 정상화가 가시화될 전망,7
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,전고체,2,삼성SDI는 전고체 배터리 샘플 제작을 지속하고 공급 대상을 5개사로 확대하며 차세대 기술 경쟁력을 준비,,전고체는 아직 초기 단계이나 삼성SDI의 샘플 공급 확대는 중장기 기술 경쟁력 강화 신호,33
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,메탈가격,2,리튬 가격이 kg당 9~10달러대의 낮은 수준에서 상당 기간 유지될 것으로 예상되어 배터리 원가 부담 완화에 우호적,낮은 리튬 가격 흐름이 지속되며 연내 배터리 판가(ASP) 상승 가능성은 제한적,낮은 메탈가격이 원가에는 우호적이나 판가 상승 여력을 제한하는 양면적 요인,27
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,휴머노이드로봇배터리,8,"휴머노이드 로봇 시장 규모가 2025년 1만대에서 2030년 100만대까지 확대되면, 관련 배터리 시장은 2025년 대비 2030년까지 연평균 223% 성장(동기간 xEV 배터리 성장률 21% 크게 상회)하며, 2040년에는 3.2TWh 규모(2030년 대비 98배)로 성장 가능.","2030년 기준으로도 글로벌 xEV 배터리 수요 대비 0.98% 비중에 불과해 절대 규모는 여전히 미미, 로봇 시장 개화 시점 자체가 아직 불확실.","휴머노이드 로봇은 리튬이온 배터리의 새로운 니치 수요처로 부상하고 있으며, 장기적으로 배터리 3사의 성장 동력이 될 잠재력이 있다.",22
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,폼팩터46,5,"LG에너지솔루션은 2025년부터 46시리즈 배터리 양산을 본격화(2026년 국내 9GWh+미국 36GWh 생산능력 확보), Tesla 차세대 Optimus는 4680 원통형 배터리 탑재 계획이며 LG에너지솔루션·Panasonic이 유일한 공급 후보.",,"휴머노이드 배터리 폼팩터는 안정성·열관리·공간활용 측면에서 원통형이 단기 표준이 될 가능성이 높고, 46시리즈가 핵심 성장 축이 될 전망.",29
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,전고체,4,삼성SDI는 국내 배터리 셀 업체 중 전고체 배터리 연구개발에 가장 적극적이며 양산 목표시점도 2027년으로 이른 편. 올해 2월 현대차/기아와 고성능 로봇 전용 배터리 공동개발 MOU 체결로 전고체 상용화 노력과 연계 가능성.,"3세대 휴머노이드 상용화 가정 시에도 배터리 원가비중은 목표가격 대비 1.2%에 불과해 당장 전고체 채택 유인이 크지 않고, 양산까지는 시간이 더 필요.","전고체는 로봇의 경량화·고출력 요구에 부합하는 차세대 배터리로, 2027년 이후 상용화되며 로봇 배터리 경제성 개선에 기여할 전망.",32
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,LFP침투,-2,"중국 휴머노이드(UBTECH Walker 등)와 중국 전기차 시장은 LFP가 약 82% 압도적 비중을 차지, 중국 업체는 향후에도 LFP 중심 전략 지속 전망.","휴머노이드는 무게·부피 제약과 사용시간 효율성 때문에 하이니켈 삼원계가 유리해, 로봇용 배터리 내 LFP 비중은 2025년 60%에서 2040년 20%로 축소 전망.",자동차와 달리 로봇 배터리에서는 LFP 비중이 장기적으로 축소되고 하이니켈 삼원계·전고체 중심으로 재편될 전망이다.,22
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,K배터리경쟁력,3,"LG에너지솔루션(46시리즈+Tesla 공급 유력), 삼성SDI(현대차그룹 로봇 배터리 MOU, 전고체 최선두)는 Non-China 휴머노이드 업체향 공급사로 유력하며, 중국 외 시장은 배터리 원가 비중이 낮아 고가/고성능 배터리 채택 여지가 크다.","중국 외 배터리 업체는 아직 대량양산 준비가 초기 단계이며, LFP에 대한 기술 정립도 크게 진행되지 않아 상용화 시점은 유동적.",중국을 제외한 휴머노이드 시장에서는 한국 배터리 3사가 유리한 공급자 지위를 확보할 전망이다.,25
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,중국경쟁,-4,,"최근 5년간 휴머노이드 관련 특허출원의 55%, 2022~2024년 제품공개의 61%를 중국 기업이 차지. CATL·BYD는 배터리를 넘어 로봇 직접 개발까지 진행 중이며, 중국은 2025년을 상용 휴머노이드 로봇 양산 원년으로 삼아 국가주도 로드맵을 추진.",중국은 휴머노이드 로봇·배터리 생태계 전반에서 물량과 기술 확산 속도 모두 앞서 있어 K배터리에 대한 경쟁 위협 요인이다.,24
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,관세정책,-3,,"트럼프 2기 관세 정책 시행 이후 전세계 자동차업체 주가가 출렁였고, 미국 전기차 시장에 대한 중장기 성장률 하향이 불가피해져 LG에너지솔루션의 밸류에이션 프리미엄을 경쟁사 대비 80%→40%로 하향, 목표주가도 7% 하향(41만원→38만원).",관세·지정학적 리스크는 자동차/배터리 밸류에이션에 구조적 부담 요인으로 작용하고 있다.,34
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,수급밸런스,-3,삼성SDI는 2분기 고객사 주문 회복에 따라 중대형 전지 매출이 30% 성장하며 흑자전환할 것으로 기대.,"LG에너지솔루션은 1Q25에도 북미 고객사 재고조정이 지속되며 자동차전지 매출이 감소(-6%QoQ)하고, ESS전지도 판매량 감소로 적자가 확대될 전망.",전기차 수요 둔화에 따른 고객사 재고조정이 2025년 1분기까지 이어지며 배터리 업체 실적에 부담을 주고 있다.,34
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,폼팩터46,3,"4680배터리는 2170 대비 에너지밀도·전력 6배 향상, 모듈없는 CTP 구조로 제조비용 14% 절감. 탭리스 디자인·건식전극 등으로 추가 원가절감(전극공정 기준 10~15%, 나노신소재 건식 도전재 2170 대비 약 60% 절감). LG에너지솔루션은 2025년 1분기부터 오창공장에서 4680 양산 중이며 벤츠(10년 50.5GWh)·리비안(67GWh) 수주 완료, 2026년 하반기 애리조나 공장 양산 시작 예정.","열폭주(thermal runaway) 가능성 증가, 탭리스 레이저 용접·대형셀 캘린더링 등 제조공정 난이도 상승, 급속충전 시 리튬 도금(Lithium Plating) 위험, CTP 구조상 단일 셀 고장 시 전체 팩 성능 저하 위험. 인터배터리 2025에서 국내 3사의 46시리즈 기술 경쟁력이 처음 참가한 BYD·EVE에너지 대비 두드러지지 않았음(EVE에너지는 이미 BMW향 46시리즈 대량양산 시작, 액침냉각 원통형 제품 전시).","46시리즈는 장기 성장 테마로 국내 3사 중 LG에너지솔루션이 가장 앞서 있으나, 단기적으로는 뚜렷한 모멘텀이 부재해 4월 이후 본격적인 섹터 비중 확대 국면에서 재주목할 필요가 있다.",44
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,전고체,1,"액체 전해질을 고체로 대체해 안전성이 높아지고, 에너지밀도가 높은 활물질(하이니켈, 리튬메탈, 황)과 무음극 설계 적용이 가능해 VCTP 비중 확대 및 비용 절감 여력 존재. LG에너지솔루션은 고분자계 2026년, 황화물계 2030년 900Wh/L 이상 상용화를 목표로 UCSD와 공동 개발 중이며, 삼성SDI는 2027년, SK온은 2028년 상용화를 목표로 각각 개발 중.","낮은 이온전도도(Intrachain hopping 방식), 두꺼운 고체전해질(약 100㎛로 분리막 대비 10배)에 따른 이온전도 저하, 높은 계면저항, 덴드라이트 성장에 따른 단락 위험, 산소 빈자리에 의한 결정구조 약화 등 근본적 기술 과제 상존. QuantumScape는 2026년 20GWh 목표였으나 파일럿 라인도 미착수, Solid Power도 2023년 양산 목표가 2026년 이후로 지연되는 등 해외 선도업체들도 상용화 지연 반복.","전고체 배터리는 근본적 열화·수명 문제로 상용화가 반복 지연되고 있어, 모멘텀 부재 구간에서는 주로 낮아진 주가 레벨의 소재 대장주 위주 Trading 테마로 접근하는 것이 합리적이다.",41
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,중국경쟁,-4,,"인터배터리 2025에 처음 참가한 BYD(46120 LFP, 오토바이용, 에너지밀도 약 210Wh/kg)와 EVE에너지(4695, 에너지밀도 280Wh/kg, 원통형 액침냉각 시스템)가 46시리즈·냉각기술 경쟁력을 과시. EVE에너지는 BMW 뉴 클라쎄 EV향 46시리즈(95mm/120mm)를 CATL과 함께 이미 대량 양산 중이며, SK온·SK엔무브가 영상으로 소개한 액침냉각 기술도 EVE에너지가 이미 각형 EV에 수냉식을, 원통형은 양산 직전 단계로 실물 전시.","중국 배터리사들이 46시리즈·냉각기술에서 국내 3사와 대등하거나 앞선 경쟁력을 보이고 있어, 국내 업체의 기술 차별화 압박이 커지고 있다.",44
2025-05-16_하나증권_산업,2025-05-16,하나증권,북미EV,-3,"4월 누적 미국 BEV 판매 YoY +14%, LGES 1분기 미국향 전기차 배터리 출하 YoY +71%로 시장 성장세 속 기회 재발견 가능 (p.1)","2022년 +94%, 2023년 +62% 성장했던 미국 BEV 판매가 2024년 +8%로 급둔화, 침투율 전체 9.4%/BEV 7.4%에 불과, 트럼프 2기 행정부의 배기가스·CAFE 규제 완화 및 IRA 30D/드라이브아메리칸법으로 보조금 축소 우려 (p.7~8)","정책 후퇴로 성장률은 크게 둔화되었으나 연평균 10%대 완만한 성장은 지속되며 2030년 침투율 35.1%, 2034년 48.8%를 전망한다.",13
2025-05-16_하나증권_산업,2025-05-16,하나증권,유럽EV,-2,4월 누적 독일 BEV 판매 YoY +39%로 2025년 들어 성장세 회복 중 (p.1),"2023년까지 40%에 가까운 성장을 보이던 유럽 순수전기차 판매가 2024년 Flat 성장에 그침, 2024년 유럽의회·2025년 독일 총선에서 우파 정당 약진에 따라 영국·독일 보조금 폐지, 프랑스 예산 1/3 축소 (p.10~11)","정책 기조 변화로 2024년 성장이 정체되었으나 침투율은 2024년 24.1%에서 2030년 59.1%, 2034년 73.0%로 완만한 회복 성장을 전망한다.",14
2025-05-16_하나증권_산업,2025-05-16,하나증권,LFP침투,6,"저가 시장 규모가 크고 주행거리 요구가 짧은 유럽을 중심으로 LFP 침투율이 북미보다 빠르게 상승할 전망 (미국 6%→31%, 유럽 7%→36%, 2024~2034년) (p.22)","LFP 침투 가속 시 한국 기업들의 삼원계 중심 점유가 잠식될 리스크가 있어 LFP 시장 내 한국 점유율(북미 70%, 유럽 15%)에 따라 침투가능수요가 크게 갈릴 것 (p.22)",LFP 침투율은 북미·유럽 모두 뚜렷하게 상승할 전망이며 이에 따른 한국 기업의 시장별 점유 가정이 침투가능수요 산정의 핵심 변수다.,22
2025-05-16_하나증권_산업,2025-05-16,하나증권,K배터리경쟁력,3,"미국의 대중 관세(전기차 122.5%, 배터리 45%)와 IRA FEOC·EU CRMA(역내 조달 요건 강화) 등 비관세장벽이 중국 공급망 의존도를 완화시켜 글로벌 2위 한국의 반사수혜가 지속될 전망 (p.4, 19, 21)","CATL 등 중국 기업들이 헝가리·스페인·미국 러스트벨트 등 현지 투자를 가속화하며 2026년 말 CATL 단독 유럽 CAPA만 약 164GWh로 한국 3사 합산(220GWh)에 근접, 이미 유럽 시장 점유율에서 중국이 한국을 추월 (p.18~19)",정책적 방벽에 힘입어 중국 대비 한국의 상대적 경쟁력은 유지되나 중국 기업의 현지화 속도가 예상보다 빨라 점유율 방어에 긴장이 필요하다.,19
2025-05-16_하나증권_산업,2025-05-16,하나증권,중국경쟁,-4,중국 기업들이 아직 본토를 벗어난 대규모 생산 이력이 부족해 CRMA 등 역내 조달 요건 강화 시 추가 확장에 한계가 있을 것 (p.19),CATL·Gotion·AESC 등이 유럽(헝가리·스페인 등) 및 미국(미시간·BMW/Ford 협력 등)에서 공격적으로 CAPA를 확장 중이며 유럽 배터리 시장 내 중국 점유율이 이미 한국을 넘어섰다 (p.18~21),중국 기업의 해외 현지화가 예상보다 빠르게 진행되며 한국 기업과의 점유율 경쟁이 구조적으로 심화되고 있다.,18
2025-05-16_하나증권_산업,2025-05-16,하나증권,관세정책,3,"미국의 전기차·배터리 대중 관세(122.5%/45%) 및 IRA FEOC, AMPC(45X) 규정 강화로 중국 부품·소재 사용 시 보조금 배제, 한국 기업에 우호적 (p.21)","동시에 트럼프 2기 행정부가 파리협약 재탈퇴, EPA 배출가스 규제 완화, CAFE 기준 완화, 전기차 세액공제 축소를 추진해 미국 EV 수요 자체의 성장 동력은 약화 (p.7)",관세 및 FEOC 강화는 한국에 우호적이나 동시에 진행되는 친환경 정책 후퇴는 전체 수요 성장에는 부정적으로 작용한다.,7
2025-05-16_하나증권_산업,2025-05-16,하나증권,메탈가격,0,"세계 최대 리튬 생산국 호주 산업과학자원부 전망 기준 수산화리튬 가격이 2025년 kg당 10.5달러 저점 이후 2026년 12.2달러, 2027년 13.9달러로 완만히 상승 전환할 전망 (p.25)","메탈 가격 상승에도 고객사 요구를 반영한 배터리·양극재 판가는 연평균 3% 수준의 완만한 하락이 지속될 것으로 가정, 셀 kWh당 95달러·양극재 kg당 30달러가 Valuation상 적정 가정 (p.25)",리튬 가격의 극단적 변동성은 완화되나 고객사 판가 하락 압력은 구조적으로 지속되어 마진 개선은 제한적이다.,25
2025-05-16_하나증권_산업,2025-05-16,하나증권,수급밸런스,-5,"미국은 2031년부터, 유럽은 2032년부터 배터리 초과공급이 해소될 것으로 전망 (p.22)","LGES 2024년 가동률이 2021년 73%에서 58%로, SK on은 92%에서 46%로 급락했고 현재 CAPA 계획 대비 하향 조정된 이후에도 2030년 전후까지 초과공급이 지속될 전망 (p.12, 22)",셀 기업들의 CAPA 하향 조정에도 불구하고 초과공급 국면은 2030년 전후까지 이어지고 2031~32년부터 점진적으로 해소될 전망이다.,22
2025-06-10_SK증권_산업,2025-06-10,SK증권,글로벌EV수요,-8,,"최근 2년 CAGR이 30%에서 20%를 하회하는 수준까지 가파르게 하락. 매크로 부진, 정책 불확실성, 보조금 축소로 성장률 반등 기대 어려움. 2030년 출하량은 2년 전 전망치보다 23~43% 하회 예상",전기차 시장은 캐즘이 아니라 구조적 수요 침체 국면에 진입했다는 것이 리포트의 핵심 판단.,29
2025-06-10_SK증권_산업,2025-06-10,SK증권,북미EV,-6,테슬라가 한국 등에서 저가 신차(Model Y)로 판매 1위 기록하며 가격 탄력성 확인,2025년 성장률 +8%에 그칠 전망. IRA 세액공제 축소 법안이 하원에서 가결(2032→2031년 단축)되며 보조금 축소는 곧 실질 구매가격 상승과 수요 위축을 의미,미국은 보조금 유지가 아닌 확대가 필요한 상황에서 오히려 세액공제 축소가 진행 중이라 2025년에도 비관적.,30
2025-06-10_SK증권_산업,2025-06-10,SK증권,유럽EV,-3,2025년 성장률 +9%로 2024년 정체 국면 대비 개선 조짐,EU가 자동차 탄소 초과배출 과징금 부과 계획을 3년 유예하면서 완성차 OEM들의 향후 1~3년 전기차 판매 의지 축소 예상,규제 유예로 완성차 업체의 판매 드라이브가 약화될 수 있어 성장률 개선에도 불구하고 낙관하기 이르다는 판단.,32
2025-06-10_SK증권_산업,2025-06-10,SK증권,중국EV,5,"자국 육성책에 힘입어 견조한 판매 성장세 지속, 배터리 점유율(1Q25 기준) 75%로 압도적",탄탄한 배터리 밸류체인으로 인해 한국 기업 입장에서는 진입장벽이 높은 시장,중국 내수는 견조하나 한국 배터리 기업에게는 사실상 접근이 어려운 시장으로 남아있음.,33
2025-06-10_SK증권_산업,2025-06-10,SK증권,글로벌ESS,4,ESS 배터리 수요는 EV와 달리 견조하게 성장 중이며 EV대비 시장 비중도 계속 확대,2022년을 제외하면 수요 서프라이즈(추가 수요 창출)는 제한적. ESS 자체 비중이 아직 낮아 EV 둔화를 상쇄하기엔 역부족,ESS는 성장세이나 비중 자체가 낮아 EV 수요 침체를 만회할 정도는 아니라는 판단.,34
2025-06-10_SK증권_산업,2025-06-10,SK증권,메탈가격,-4,,"탄산리튬·수산화리튬 모두 Kg당 약 $8로 최저점 경신. 리튬 감산이 발생해도 메탈시세연동계약 구조상 양극재/배터리 가격에 미치는 영향은 제한적, 가격 반등 예단 어려움",리튬가격은 구조적 저점 국면이며 감산 기대감만으로 업황 개선을 논하기 어렵다는 입장.,27
2025-06-10_SK증권_산업,2025-06-10,SK증권,LFP침투,5,LFP는 삼원계 대비 원가가 낮고 안전성(열확산 등)이 높아 2026년 7월 시행되는 중국 배터리 안전규제 강화 국면에서 상대적으로 유리. 리비안 등 고객사의 LFP 채용 확대,삼원계 대비 무게·부피 에너지밀도는 열위,"안전규제 강화와 원가 경쟁력을 바탕으로 LFP 채용 확대 흐름이 지속될 것으로 판단, 이는 삼원계 중심 K배터리 경쟁력에는 부담.",12
2025-06-10_SK증권_산업,2025-06-10,SK증권,전고체,0,,,차세대 폼팩터 후보로 짧게 언급될 뿐 구체적 상용화 시점이나 전망에 대한 분석은 제시되지 않음.,18
2025-06-10_SK증권_산업,2025-06-10,SK증권,나트륨이온,2,원가가 삼원계·LFP 대비 낮고 안전성은 중간~높음 수준. CATL이 연말부터 양산 시작을 발표(가능 여부는 확인 필요),무게·부피 에너지밀도가 삼원계·LFP 대비 열위하고 상용화 수준은 '매우 낮음'. 신규 폼팩터 개발 경쟁에서 중국에 뒤처질 경우 추격 자체가 사실상 어려워짐,"소디움이온배터리는 아직 상용화 초기 단계지만, 중국이 선점할 경우 K배터리의 차세대 폼팩터 경쟁력에 위협 요인이 될 수 있음.",18
2025-06-10_SK증권_산업,2025-06-10,SK증권,K배터리경쟁력,-8,삼성SDI는 상대적으로 탄탄한 재무구조가 불황기 차별화 포인트가 될 수 있음,"공급과잉 심화, 중국과의 R&D 인력·기술 격차 확대(LGES 5천명 vs BYD 10만명 수준), SK온 등 재무구조 취약, IT부품 대비 과도한 밸류에이션 멀티플(2차전지 고점 PER 평균 256배)",4중고(공급과잉·중국·보조금·재무)가 겹치며 K배터리는 반등보다 생존이 우선인 국면이라는 것이 리포트의 핵심 논지.,2
2025-06-10_SK증권_산업,2025-06-10,SK증권,중국경쟁,-7,,"중국 정부의 보조금 기반 낮은 원가/공급단가, 중국 인력·기업들의 치열함, 이제는 기술력까지 앞서기 시작. 배터리 점유율(1Q25) 중국 75% vs 한국 19%. 정정당당할 수 없는 경쟁이라 대응 전략도 마땅치 않고 생존만이 과제로 남음","IT부품에서는 한국이 중국의 추격을 넘어 추월했지만, 배터리에서는 거꾸로 중국이 압도하는 구도로 격차가 더 벌어지고 있음.",17
2025-06-10_SK증권_산업,2025-06-10,SK증권,관세정책,-5,미중 무역분쟁이 격화될 경우 한국 IT 제조업이 반사이익을 볼 수 있는 몇 안 되는 기회 요인,"미 하원이 IRA 세액공제 축소 법안을 가결(2025-05-22)하며 보조금 축소 시점이 2032년에서 2031년으로 단축, 트럼프발 관세 정책 불확실성이 극대화되며 미국 내 공장·배터리 소재 수입원가 변화 리스크 상존","보조금 축소와 관세 불확실성이 동시에 진행되며 미국 사업 리스크가 커지고 있으나, 미중분쟁 반사수혜 가능성도 일부 존재.",21
2025-06-10_SK증권_산업,2025-06-10,SK증권,수급밸런스,-8,,"LGES·SDI·SK온 3사 모두 2024년 대비 2025년 공급과잉 규모 확대(LGES 185→194GWh, SDI 45→59GWh, SK온 61→121GWh). 2027년 3사 합산 캐파는 2025년 출하량의 3배 수준. 국내 3사 투자가 현재 계획대로 모두 진행될 경우 2030년에도 수급 역전(밸런스 전환) 불확실","업황 개선의 핵심 시그널은 출하량 회복이 아니라 공급과잉 축소이며, 현재로서는 2030년까지도 수급 밸런스 회복이 불확실하다는 것이 리포트의 가장 강한 경고.",7
2025-07-25_iM증권_산업,2025-07-25,iM증권,북미ESS,8,"트럼프 행정부 감세법안의 48E 세액공제 원산지 규정과 대중국 누적관세 58.4%(2026년) 부과로 중국산 ESS 배터리의 가격 경쟁력이 사실상 소멸되면서, 국내 업체(LGES, 삼성SDI)의 미국 ESS 수입 점유율이 2024년 약 11%에서 2028년 약 55%까지 확대될 것으로 전망되고, 관련 영업이익도 연간 6~7조원 규모로 창출 가능하다.","미-중 90일 상호관세 유예기간 종료 후 관세율이 변경될 가능성이 있으나, 낮아지더라도 48E 세액공제의 금지된 외국 기관 물질적 지원 비율 규제와 연계되면 결과는 크게 달라지지 않을 전망이다.",미국 ESS 시장은 정책적으로 중국 배터리가 배제되는 구조로 재편되고 있어 국내 배터리 셀 업체에게 실적 반등의 핵심 기회 요인이다.,14
